"Geneid","Chr","Start","End","Strand","Length","CL1","CL2","CL3","LB1","LB2","LB3"
"PA5163","NC_002516.2",5812241,5813122,"+",882,16321,25264,6146,20283,23893,28437
"PA5164","NC_002516.2",5813122,5813667,"+",546,17925,23920,4944,16904,18391,29910
"PA5165","NC_002516.2",5813727,5815565,"+",1839,5640,5965,1418,6147,6383,7959
"PA5166","NC_002516.2",5815562,5816950,"+",1389,1480,1485,423,1901,1900,1956
"PA5167","NC_002516.2",5817191,5818186,"+",996,2698,3651,630,2812,2189,3962
"PA5168","NC_002516.2",5818202,5818834,"+",633,701,784,150,1129,739,796
"PA5169","NC_002516.2",5818831,5820114,"+",1284,530,526,99,547,410,648
"PA5170","NC_002516.2",5820910,5822358,"+",1449,10829,31264,5270,19646,25746,15113
"PA5171","NC_002516.2",5822380,5823636,"+",1257,19161,40913,13485,41357,78909,25378
"PA5172","NC_002516.2",5823716,5824726,"+",1011,21455,46443,14052,40471,75638,29096
"PA5173","NC_002516.2",5824787,5825719,"+",933,14295,18655,7873,22689,41344,21119
"PA5174","NC_002516.2",5826135,5828039,"+",1905,4549,5343,1492,4663,5368,5576
"PA5175","NC_002516.2",5828086,5828907,"-",822,1557,1431,569,1988,2785,1740
"PA5176","NC_002516.2",5828904,5829470,"-",567,4041,5142,1401,4989,6008,3737
"PA5177","NC_002516.2",5829596,5830261,"+",666,3683,4421,1112,4304,5135,4542
"PA5178","NC_002516.2",5830313,5830750,"-",438,57864,95783,19913,111271,134737,145684
"PA5179","NC_002516.2",5830924,5831805,"+",882,622,729,168,848,641,464
"PA5180","NC_002516.2",5831902,5832741,"+",840,626,577,175,756,1089,789
"PA5181","NC_002516.2",5832749,5835070,"+",2322,2188,2525,531,2149,1559,3657
"PA5181.1","NC_002516.2",5835082,5835480,"-",399,575,828,249,1104,1218,494
"PA5182","NC_002516.2",5835380,5835895,"+",516,770,1132,367,1685,2049,612
"PA5183","NC_002516.2",5835994,5836401,"+",408,261,341,75,433,442,280
"PA5183a","NC_002516.2",5836470,5836685,"-",216,3466,5255,1292,9432,8879,3838
"PA5184","NC_002516.2",5836910,5837467,"+",558,920,851,219,1058,1171,1098
"PA5185","NC_002516.2",5837449,5837892,"-",444,1626,1599,380,1670,1836,2296
"PA5186","NC_002516.2",5837915,5839078,"-",1164,1495,1435,378,1632,1724,1968
"PA5187","NC_002516.2",5839105,5840895,"-",1791,1070,1137,228,1129,940,1370
"PA5188","NC_002516.2",5840897,5842132,"-",1236,755,781,178,1031,983,923
"PA5189","NC_002516.2",5842275,5843183,"+",909,1002,1204,278,1056,801,1140
"PA5190","NC_002516.2",5843198,5843800,"-",603,912,1066,270,1044,788,1008
"PA5191","NC_002516.2",5844054,5844410,"+",357,345,415,82,632,397,446
"PA5192","NC_002516.2",5844468,5846009,"-",1542,8622,13734,2711,10532,12744,9487
"PA5193","NC_002516.2",5846125,5847018,"-",894,1972,2689,588,2117,2216,1416
"PA5194","NC_002516.2",5847131,5847934,"+",804,1160,1698,283,1584,1036,1048
"PA5195","NC_002516.2",5847972,5848367,"-",396,505,761,158,733,586,560
"PA5196","NC_002516.2",5848577,5849011,"+",435,1154,1059,418,2199,2414,1654
"PA5197","NC_002516.2",5849143,5850048,"+",906,1283,1675,385,1640,1446,1342
"PA5198","NC_002516.2",5850239,5851162,"+",924,982,908,257,1027,1165,1248
"PA5199","NC_002516.2",5851239,5852558,"-",1320,1247,1625,554,1409,1561,1405
"PA5200","NC_002516.2",5852653,5853396,"-",744,3315,5011,1594,4109,4908,2829
"PA5201","NC_002516.2",5853585,5855924,"+",2340,2505,3417,654,2567,2280,2072
"PA5202","NC_002516.2",5855936,5856325,"+",390,217,205,79,250,254,307
"PA5203","NC_002516.2",5856532,5858115,"+",1584,2851,3803,794,3221,2712,4107
"PA5204","NC_002516.2",5858158,5859456,"-",1299,1540,1957,395,1883,1701,2205
"PA5205","NC_002516.2",5859793,5860494,"+",702,1908,2057,519,2787,2740,2873
"PA5206","NC_002516.2",5860467,5861621,"-",1155,4607,3812,1446,6396,7196,6161
"PA5207","NC_002516.2",5861721,5862989,"-",1269,936,1056,456,2451,2694,916
"PA5208","NC_002516.2",5863034,5863711,"-",678,3982,5483,1873,10514,11130,4276
"PA5209","NC_002516.2",5863825,5865189,"+",1365,2062,2172,603,2541,3031,1710
"PA5210","NC_002516.2",5865227,5867011,"+",1785,7988,8982,3063,15020,17383,11416
"PA5211","NC_002516.2",5867233,5867685,"+",453,668,617,243,915,1284,933
"PA5212","NC_002516.2",5867817,5868146,"+",330,3991,3924,949,4225,5564,3707
"PA5213","NC_002516.2",5868181,5871057,"-",2877,4891,5339,1404,6508,7451,8227
"PA5214","NC_002516.2",5871231,5871620,"-",390,2601,4061,810,2817,3060,3315
"PA5215","NC_002516.2",5871667,5872749,"-",1083,5114,6071,1673,7364,7823,7395
"PA5216","NC_002516.2",5872900,5874519,"-",1620,1532,1485,374,1173,1040,1179
"PA5217","NC_002516.2",5874587,5875585,"-",999,7598,8206,1760,2606,2986,4894
"PA5218","NC_002516.2",5875653,5876567,"-",915,1205,1051,328,1665,1661,1545
"PA5219","NC_002516.2",5876664,5877857,"+",1194,1650,1722,486,2185,2703,2585
"PA5220","NC_002516.2",5877896,5878717,"+",822,4655,3979,1088,4243,5270,14268
"PA5221","NC_002516.2",5878754,5879971,"-",1218,1777,1495,445,1596,2425,4362
"PA5222","NC_002516.2",5880000,5880482,"-",483,859,1056,282,1088,1301,955
"PA5223","NC_002516.2",5880487,5881671,"-",1185,6620,6510,2726,11261,13229,9532
"PA5224","NC_002516.2",5881679,5883013,"-",1335,12582,16702,5628,22575,25385,16998
"PA5225","NC_002516.2",5883023,5883577,"-",555,2371,3214,1219,4489,5917,2058
"PA5226","NC_002516.2",5883664,5883975,"+",312,5895,7211,1804,6735,7664,6216
"PA5227","NC_002516.2",5883972,5884286,"+",315,6379,7532,1971,7018,8249,6526
"PA5227.1","NC_002516.2",5884320,5884502,"+",183,20248,35055,10650,31520,63608,32079
"PA5228","NC_002516.2",5884508,5885119,"+",612,6995,7619,2052,10208,10678,5849
"PA5229","NC_002516.2",5885486,5885944,"+",459,3202,3883,1084,4683,4749,4307
"PA5230","NC_002516.2",5885954,5887078,"-",1125,3592,4425,1267,5621,5438,4574
"PA5231","NC_002516.2",5887082,5889832,"-",2751,5965,7206,2833,12071,14303,5786
"PA5232","NC_002516.2",5889829,5890902,"-",1074,5581,7076,2950,11923,16987,5607
"PA5233","NC_002516.2",5891109,5891528,"-",420,17036,21437,4681,26177,28352,23289
"PA5234","NC_002516.2",5891683,5892660,"+",978,1089,1204,345,1756,1561,1569
"PA5235","NC_002516.2",5892910,5894256,"+",1347,1639,2063,513,2410,2145,1398
"PA5236","NC_002516.2",5894293,5895261,"-",969,2194,2391,612,2053,2310,3189
"PA5237","NC_002516.2",5895261,5896727,"-",1467,3689,4433,1123,4354,4391,4929
"PA5238","NC_002516.2",5896806,5898794,"-",1989,1023,1108,251,2338,1143,1090
"PA5239","NC_002516.2",5898865,5900124,"-",1260,25474,31740,7643,21330,32898,16228
"PA5240","NC_002516.2",5900369,5900695,"-",327,192154,155323,29546,169211,147557,129290
"PA5241","NC_002516.2",5900879,5902399,"+",1521,13170,18434,4056,14984,15731,15617
"PA5242","NC_002516.2",5902386,5904596,"-",2211,23906,35028,9698,36330,42175,27318
"PA5243","NC_002516.2",5904614,5905627,"-",1014,13639,19829,7289,26921,33282,11051
"PA5244","NC_002516.2",5905871,5906461,"+",591,1732,1959,692,3328,4426,1388
"PA5245","NC_002516.2",5906626,5907294,"+",669,8256,9876,2488,9088,10406,10516
"PA5246","NC_002516.2",5907390,5907863,"+",474,1367,1610,526,1851,2268,1389
"PA5247","NC_002516.2",5907848,5908330,"-",483,1631,1986,653,2747,3302,1629
"PA5248","NC_002516.2",5908397,5910298,"-",1902,4315,4629,1315,6072,6530,4754
"PA5249","NC_002516.2",5910403,5911032,"-",630,2413,2419,936,4151,5602,2532
"PA5250","NC_002516.2",5911262,5912020,"-",759,3000,3701,792,3206,3202,3259
"PA5251","NC_002516.2",5912027,5912605,"-",579,2033,2435,580,2628,2942,2512
"PA5252","NC_002516.2",5912605,5914521,"-",1917,3667,5082,1310,4624,5112,3495
"PA5252a","NC_002516.2",5914594,5915046,"+",453,5152,5448,1979,9540,10185,6798
"PA5253","NC_002516.2",5915043,5916101,"-",1059,10531,14857,3614,12855,17171,11147
"PA5254","NC_002516.2",5916227,5916856,"+",630,1145,1689,300,1809,1311,1423
"PA5255","NC_002516.2",5916918,5917400,"-",483,11471,18022,4558,20889,23312,17832
"PA5256","NC_002516.2",5917680,5918171,"-",492,1134,1446,283,1181,1045,889
"PA5257","NC_002516.2",5918350,5919588,"-",1239,4925,5083,1228,4136,4733,5290
"PA5258","NC_002516.2",5919585,5920715,"-",1131,5733,6213,1899,6401,8377,5769
"PA5259","NC_002516.2",5920742,5921497,"-",756,2485,2278,824,3638,4370,2827
"PA5260","NC_002516.2",5921494,5922435,"-",942,8382,9861,3179,12065,14897,9411
"PA5261","NC_002516.2",5922544,5923290,"-",747,28166,34520,8763,37517,44178,34695
"PA5262","NC_002516.2",5923295,5924371,"-",1077,21278,28830,5779,27376,30001,25629
"PA5263","NC_002516.2",5924596,5925990,"+",1395,4219,5079,1413,5426,6132,4161
"PA5264","NC_002516.2",5926134,5927105,"-",972,0,0,0,0,0,1
"PA5265","NC_002516.2",5927336,5930605,"-",3270,2,3,1,5,1,4
"PA5266","NC_002516.2",5930602,5932677,"-",2076,1307,1699,331,2568,1273,1068
"PA5267","NC_002516.2",5932877,5933395,"-",519,179,246,45,272,174,186
"PA5268","NC_002516.2",5933688,5934668,"-",981,1431,2321,378,1712,1303,1479
"PA5269","NC_002516.2",5934770,5935045,"+",276,3596,3350,946,5951,5938,5155
"PA5270","NC_002516.2",5935064,5935945,"+",882,2531,2911,817,4176,4220,2735
"PA5271","NC_002516.2",5935988,5936221,"+",234,5237,3637,1379,9202,11306,8356
"PA5272","NC_002516.2",5936370,5939222,"+",2853,4426,4204,1324,5449,6157,4663
"PA5273","NC_002516.2",5939263,5939976,"+",714,719,766,262,1117,1242,956
"PA5274","NC_002516.2",5940020,5940424,"-",405,2760,2271,807,3172,3928,1913
"PA5275","NC_002516.2",5940747,5941082,"-",336,9478,8130,3198,14598,18878,8789
"PA5276","NC_002516.2",5941336,5941476,"+",141,3650,3977,1080,5264,5151,4232
"PA5277","NC_002516.2",5941487,5942734,"+",1248,7349,7667,2681,11081,13141,9064
"PA5278","NC_002516.2",5942745,5943575,"+",831,3405,4716,1286,4756,5122,4484
"PA5279","NC_002516.2",5943606,5944307,"+",702,2297,2262,872,2899,3564,2575
"PA5280","NC_002516.2",5944327,5945238,"+",912,661,655,203,706,874,652
"PA5281","NC_002516.2",5945235,5945933,"+",699,643,672,199,739,797,847
"PA5282","NC_002516.2",5945963,5947132,"-",1170,257,260,70,391,258,193
"PA5283","NC_002516.2",5947295,5948671,"+",1377,3488,3689,1070,5131,5167,4450
"PA5284","NC_002516.2",5948696,5949610,"-",915,114,125,28,139,113,144
"PA5285","NC_002516.2",5950034,5950351,"-",318,5277,5344,1626,11598,12192,9480
"PA5286","NC_002516.2",5950429,5950854,"-",426,1274,2035,463,2530,2158,1691
"PA5287","NC_002516.2",5951115,5952443,"-",1329,13402,16099,3149,19027,18653,19840
"PA5288","NC_002516.2",5952483,5952821,"-",339,40369,46312,8599,58208,51239,65595
"PA5289","NC_002516.2",5953261,5953521,"+",261,1233,1217,400,1594,1997,650
"PA5290","NC_002516.2",5953562,5955055,"+",1494,1946,1779,531,2469,2640,1792
"PA5291","NC_002516.2",5955180,5957165,"+",1986,5691,7107,1222,5913,5179,6576
"PA5292","NC_002516.2",5957208,5958257,"-",1050,1980,2627,394,2115,1723,2965
"PA5293","NC_002516.2",5958408,5959325,"-",918,438,374,92,696,336,314
"PA5294","NC_002516.2",5959474,5960940,"+",1467,1084,1181,272,1066,919,1031
"PA5295","NC_002516.2",5960852,5962528,"-",1677,7092,8683,2123,6807,7940,7482
"PA5296","NC_002516.2",5962716,5964725,"+",2010,2867,4864,882,3231,2877,2326
"PA5297","NC_002516.2",5964859,5966577,"+",1719,1164,1348,241,1175,920,968
"PA5298","NC_002516.2",5966706,5967278,"+",573,3609,4808,1026,2969,3817,3347
"PA5299","NC_002516.2",5967286,5969145,"-",1860,3485,3389,1029,3876,4319,3988
"PA5300","NC_002516.2",5969355,5969765,"-",411,3961,4437,1198,5999,6878,3594
"PA5301","NC_002516.2",5969987,5970535,"-",549,23958,25653,5167,42452,37930,42766
"PA5302","NC_002516.2",5970686,5971759,"-",1074,2789,3008,1160,4864,5906,4231
"PA5303","NC_002516.2",5971850,5972203,"-",354,7841,7826,2984,14611,17125,12351
"PA5304","NC_002516.2",5972178,5973476,"-",1299,14255,19377,5728,24240,30154,21662
"PA5305","NC_002516.2",5973833,5974177,"-",345,3130,3858,1231,4960,6243,5794
"PA5306","NC_002516.2",5974190,5974381,"-",192,3537,5013,1297,5258,6097,5496
"PA5307","NC_002516.2",5974402,5976969,"-",2568,5362,6676,1828,7873,9061,7549
"PA5308","NC_002516.2",5977123,5977611,"+",489,2397,3251,740,2875,3092,2634
"PA5309","NC_002516.2",5977789,5979108,"+",1320,2460,2493,608,2812,2895,2775
"PA5310","NC_002516.2",5979194,5980783,"+",1590,1738,1826,481,2535,2195,2536
"PA5311","NC_002516.2",5980787,5981950,"-",1164,1070,875,255,1299,1400,1441
"PA5312","NC_002516.2",5982097,5983590,"-",1494,16823,18234,5883,22269,28359,26228
"PA5313","NC_002516.2",5983820,5985154,"+",1335,4143,3591,1227,5786,6693,8519
"PA5314","NC_002516.2",5985219,5985581,"+",363,1698,1385,333,1578,1542,5053
"PA5315","NC_002516.2",5985716,5985871,"-",156,10915,19877,4344,15274,18948,12617
"PA5316","NC_002516.2",5985883,5986119,"-",237,20540,37141,8275,27119,34732,19370
"PA5316.1","NC_002516.2",5986120,5986170,"+",51,9326,16729,3821,11403,15081,5292
"PA5317","NC_002516.2",5986475,5988055,"+",1581,3099,4128,954,4240,4131,4196
"PA5318","NC_002516.2",5988081,5988629,"+",549,387,406,116,517,620,858
"PA5319","NC_002516.2",5988646,5989320,"-",675,2440,2331,892,4453,5855,3186
"PA5320","NC_002516.2",5989460,5990668,"+",1209,1588,1842,498,2496,2025,1212
"PA5321","NC_002516.2",5990676,5991131,"+",456,1123,1394,381,1364,1321,976
"PA5322","NC_002516.2",5991168,5993774,"+",2607,6726,10590,1807,4836,5279,5969
"PA5323","NC_002516.2",5993791,5994696,"+",906,4737,7107,1095,2726,2816,4667
"PA5324","NC_002516.2",5994741,5995811,"-",1071,1902,2207,554,2929,2711,2081
"PA5325","NC_002516.2",5996036,5996986,"+",951,929,1773,279,1234,557,579
"PA5326","NC_002516.2",5997057,5998265,"-",1209,454,650,114,792,319,300
"PA5327","NC_002516.2",5998348,5999676,"-",1329,902,1156,206,1382,878,728
"PA5328","NC_002516.2",5999754,6000143,"-",390,137,127,28,198,79,47
"PA5329","NC_002516.2",6000317,6000781,"+",465,3124,3828,939,4168,4531,5043
"PA5330","NC_002516.2",6000761,6001378,"-",618,6420,7239,2322,9925,10688,9428
"PA5331","NC_002516.2",6001399,6002040,"-",642,7283,8970,3229,10590,12680,6416
"PA5332","NC_002516.2",6002121,6002900,"+",780,6375,7764,1988,8447,9729,5047
"PA5333","NC_002516.2",6002959,6003330,"-",372,2483,3127,810,3175,3426,2940
"PA5334","NC_002516.2",6003377,6004096,"-",720,3295,3790,1355,5016,6389,3185
"PA5335","NC_002516.2",6004277,6005140,"+",864,1482,1946,621,2391,3048,1301
"PA5336","NC_002516.2",6005199,6005810,"+",612,1678,2369,616,2611,2617,1413
"PA5337","NC_002516.2",6005899,6006165,"+",267,26822,27056,7344,43463,43179,29613
"PA5338","NC_002516.2",6006231,6008336,"+",2106,21788,24683,7340,32209,35161,21318
"PA5339","NC_002516.2",6008398,6008778,"+",381,4883,7635,1433,4548,5458,5840
"PA5340","NC_002516.2",6008833,6009564,"+",732,1652,1723,573,1515,1937,1446
"PA5341","NC_002516.2",6009571,6010191,"-",621,147,145,47,187,206,119
"PA5342","NC_002516.2",6010258,6011058,"-",801,472,521,95,582,504,627
"PA5343","NC_002516.2",6011058,6011909,"-",852,1012,883,372,1298,1579,1361
"PA5344","NC_002516.2",6012047,6012979,"+",933,3855,4613,1257,4380,4991,4199
"PA5345","NC_002516.2",6012976,6015051,"+",2076,3282,3314,929,3508,3539,4352
"PA5346","NC_002516.2",6015141,6016550,"+",1410,11375,9887,3416,13459,17172,14174
"PA5347","NC_002516.2",6016622,6017014,"-",393,6540,8055,1785,8591,9806,7048
"PA5348","NC_002516.2",6017150,6017422,"-",273,29951,27098,5300,38311,35118,43417
"PA5349","NC_002516.2",6017624,6018778,"-",1155,4000,5260,1322,5751,6254,5759
"PA5350","NC_002516.2",6018830,6018997,"-",168,1610,2495,550,2692,2613,2351
"PA5351","NC_002516.2",6019181,6019348,"-",168,788,1182,227,1007,736,812
"PA5352","NC_002516.2",6019482,6019883,"-",402,157,168,61,242,211,194
"PA5353","NC_002516.2",6019888,6021114,"-",1227,171,152,46,294,183,211
"PA5354","NC_002516.2",6021124,6022203,"-",1080,205,211,47,225,174,217
"PA5355","NC_002516.2",6022203,6023702,"-",1500,879,1272,286,1129,931,901
"PA5356","NC_002516.2",6023907,6024662,"+",756,1266,1054,430,2328,3184,1912
"PA5357","NC_002516.2",6024742,6025278,"+",537,1365,1168,441,1723,2635,1706
"PA5358","NC_002516.2",6025305,6026195,"+",891,9409,10549,3754,15872,21072,17181
"PA5359","NC_002516.2",6026219,6026674,"-",456,6215,4085,2473,12741,17910,12864
"PA5360","NC_002516.2",6026779,6027468,"+",690,1679,2414,462,2010,1935,1660
"PA5361","NC_002516.2",6027542,6028873,"+",1332,1679,1834,383,2024,1555,1978
"PA5362","NC_002516.2",6028976,6030316,"+",1341,3189,3917,886,3444,3564,3970
"PA5363","NC_002516.2",6030351,6031250,"-",900,4762,5257,1090,4795,5395,6292
"PA5364","NC_002516.2",6031366,6032268,"-",903,5073,6553,1746,7310,8165,6327
"PA5365","NC_002516.2",6032387,6033115,"-",729,1614,1949,402,1859,1478,2716
"PA5366","NC_002516.2",6033211,6034044,"-",834,1049,1361,258,1641,1022,1534
"PA5367","NC_002516.2",6034060,6035736,"-",1677,1145,1428,258,1534,924,2217
"PA5368","NC_002516.2",6035756,6037789,"-",2034,1581,2283,379,2327,1386,2024
"PA5369","NC_002516.2",6038212,6039183,"-",972,2602,3865,665,2919,2576,3387
"PA5369.1","NC_002516.2",6039584,6039703,"-",120,24,17,0,112,8,3
"PA5369.2","NC_002516.2",6039846,6042736,"-",2891,11909,1936,1285,722,1849,1612
"PA5369.3","NC_002516.2",6042963,6043038,"-",76,0,2,0,0,0,1
"PA5369.4","NC_002516.2",6043067,6043143,"-",77,0,1,0,0,0,1
"PA5369.5","NC_002516.2",6043208,6044743,"-",1536,72,23,11,4,16,11
"PA5370","NC_002516.2",6045310,6046626,"-",1317,2117,2614,468,2649,2057,2309
"PA5371","NC_002516.2",6046914,6047318,"+",405,6384,8280,1774,12461,11575,6015
"PA5372","NC_002516.2",6047364,6049049,"-",1686,3603,5023,1592,4396,4552,2994
"PA5373","NC_002516.2",6049185,6050657,"-",1473,5381,9951,4296,7536,10237,2891
"PA5374","NC_002516.2",6050718,6051311,"-",594,1748,6573,3324,4182,5541,378
"PA5375","NC_002516.2",6051644,6053194,"+",1551,1344,2242,432,2140,1219,761
"PA5376","NC_002516.2",6053412,6054590,"-",1179,1918,2346,522,2272,1881,3975
"PA5377","NC_002516.2",6054594,6055433,"-",840,1054,1113,329,1288,1212,1782
"PA5378","NC_002516.2",6055475,6056413,"-",939,2696,3547,702,3232,2997,2922
"PA5379","NC_002516.2",6056877,6058253,"+",1377,550,562,120,862,553,640
"PA5380","NC_002516.2",6058673,6059776,"+",1104,2459,3053,765,3104,3470,4461
"PA5381","NC_002516.2",6059823,6060200,"-",378,305,419,91,395,460,474
"PA5382","NC_002516.2",6060340,6061233,"-",894,363,383,132,613,428,400
"PA5383","NC_002516.2",6061341,6062408,"+",1068,198,257,52,495,233,141
"PA5384","NC_002516.2",6062352,6063347,"-",996,40,16,8,79,51,23
"PA5385","NC_002516.2",6063353,6063832,"-",480,155,145,37,287,148,169
"PA5386","NC_002516.2",6063883,6064848,"-",966,128,89,25,259,99,120
"PA5387","NC_002516.2",6064899,6065783,"-",885,82,81,6,240,51,35
"PA5388","NC_002516.2",6065856,6066794,"-",939,310,326,78,658,376,302
"PA5389","NC_002516.2",6067005,6068015,"+",1011,503,494,134,619,504,513
"PA5390","NC_002516.2",6067945,6069099,"-",1155,284,333,86,424,371,414
"PA5391","NC_002516.2",6069156,6069830,"-",675,107,87,36,207,165,105
"PA5392","NC_002516.2",6069844,6070266,"-",423,152,177,36,352,179,136
"PA5393","NC_002516.2",6070266,6071618,"-",1353,342,321,82,687,449,388
"PA5394","NC_002516.2",6071912,6073384,"-",1473,1970,2095,719,3324,3227,2460
"PA5395","NC_002516.2",6073538,6074008,"+",471,167,206,31,362,180,165
"PA5396","NC_002516.2",6074230,6075207,"+",978,1264,1909,306,1759,1134,1736
"PA5397","NC_002516.2",6075334,6075864,"+",531,371,528,80,743,312,626
"PA5398","NC_002516.2",6075880,6077940,"+",2061,1134,1508,251,2238,1107,2064
"PA5399","NC_002516.2",6078044,6080005,"+",1962,442,355,117,832,506,844
"PA5400","NC_002516.2",6080124,6081356,"+",1233,190,171,67,307,246,393
"PA5401","NC_002516.2",6081392,6082165,"+",774,188,242,51,353,177,178
"PA5402","NC_002516.2",6082290,6082859,"+",570,1141,1413,298,1784,1510,1178
"PA5403","NC_002516.2",6082867,6083073,"+",207,589,736,141,940,707,447
"PA5404","NC_002516.2",6083105,6083509,"+",405,449,618,148,813,493,382
"PA5405","NC_002516.2",6083523,6083756,"+",234,454,477,182,736,847,627
"PA5406","NC_002516.2",6083753,6084085,"+",333,758,1010,299,1042,1246,851
"PA5407","NC_002516.2",6084082,6084372,"+",291,782,578,422,1445,2148,1289
"PA5408","NC_002516.2",6084369,6084545,"-",177,1618,1071,866,3366,4887,3198
"PA5409","NC_002516.2",6084550,6085110,"-",561,3089,2822,1638,5977,8662,5218
"PA5410","NC_002516.2",6085385,6086674,"-",1290,1004,1264,225,1545,947,1912
"PA5411","NC_002516.2",6087099,6088199,"+",1101,947,1382,261,1348,926,946
"PA5412","NC_002516.2",6088193,6090706,"-",2514,3766,3368,1462,5423,6948,5091
"PA5413","NC_002516.2",6092046,6093086,"-",1041,2640,3015,997,3770,4025,3650
"PA5414","NC_002516.2",6093167,6093808,"-",642,712,849,276,1117,1110,464
"PA5415","NC_002516.2",6094024,6095277,"+",1254,987,1160,252,1532,1280,1240
"PA5416","NC_002516.2",6095363,6096613,"+",1251,604,693,163,1228,702,1129
"PA5417","NC_002516.2",6096707,6097027,"+",321,135,184,34,312,106,268
"PA5418","NC_002516.2",6097024,6100041,"+",3018,1306,1328,357,2082,1515,2516
"PA5419","NC_002516.2",6100135,6100770,"+",636,350,461,53,464,160,495
"PA5420","NC_002516.2",6100820,6101677,"+",858,857,1109,154,1271,571,1949
"PA5421","NC_002516.2",6101884,6103083,"+",1200,1448,1303,255,1329,943,3939
"PA5422","NC_002516.2",6103167,6104123,"+",957,1857,2426,652,2667,2866,2022
"PA5423","NC_002516.2",6104189,6104737,"-",549,3158,3135,1062,3322,4450,1980
"PA5424","NC_002516.2",6104799,6105044,"-",246,5616,3458,1641,10968,11999,5947
